2.7175,1.9918,2.8932,4.1896,1.0785,1.6395,0.90474,1.749,1.9503,1.9926,1.9918,1.5961,2.427,0.56832,1.9942,1.9688,2.3765,1.9489,3.2707,5.8842,3.7403,1.7313,0.27106,0.12731,1.7223,1.9635,1.9992,1.9918,0.36309,0.65374,1.9732,1.9918,1.9475,4.6196,1.9936,1.9818,33.761,0.044872,0.044859,0.085956,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,19.918
2.6888,1.9918,2.8104,4.0208,1.1,1.6518,0.9394,1.7574,1.9516,1.9926,1.9918,1.6076,2.4135,0.69693,1.9942,1.9738,2.3653,1.9502,3.206,5.6359,3.5874,1.7376,0.28799,0.13418,1.7302,1.9643,1.999,1.9918,0.38282,0.74749,1.9737,1.9918,1.9472,3.991,1.9936,1.9833,28.511,0.047746,0.047733,0.088247,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,15.821
2.6544,1.9918,2.7221,3.8342,1.1274,1.6672,0.98376,1.7678,1.9532,1.9926,1.9918,1.622,2.3964,0.84287,1.9941,1.9778,2.3509,1.9519,3.1291,5.3471,3.4157,1.746,0.3135,0.14875,1.7401,1.9652,1.9987,1.9918,0.41114,0.85002,1.9744,1.9918,1.9471,3.5664,1.9935,1.9847,23.626,0.051596,0.051633,0.09144,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,12.567
2.6117,1.9918,2.6285,3.6285,1.1681,1.6859,1.0398,1.7805,1.9552,1.9925,1.9918,1.6401,2.3749,1.0024,1.994,1.9811,2.3328,1.9541,3.0376,5.0216,3.2258,1.7559,0.35295,0.17937,1.7525,1.9664,1.9985,1.9918,0.45229,0.9629,1.9753,1.9918,1.9472,3.2844,1.9934,1.986,19.191,0.057566,0.058533,0.096049,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,9.9824
2.5602,1.9918,2.5321,3.4056,1.2228,1.709,1.1101,1.7965,1.9576,1.9925,1.9918,1.6635,2.3482,1.1685,1.9938,1.9838,2.3102,1.9567,2.9314,4.6511,3.0257,1.7689,0.41661,0.24279,1.7681,1.968,1.9981,1.9918,0.51584,1.087,1.9764,1.9918,1.9482,3.0726,1.9933,1.9872,15.276,0.069539,0.077624,0.10309,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,7.9293
2.4981,1.9918,2.4338,3.1699,1.2932,1.7377,1.1985,1.8158,1.9607,1.9924,1.9918,1.6923,2.315,1.3338,1.9936,1.986,2.2818,1.96,2.8088,4.2446,2.8195,1.7854,0.5178,0.36269,1.7877,1.97,1.9975,1.9918,0.61213,1.2208,1.9778,1.9918,1.9505,2.883,1.9932,1.9883,11.886,0.10479,0.14126,0.11501,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,6.2985
2.4241,1.9918,2.3363,2.9262,1.3834,1.7721,1.3074,1.8394,1.9645,1.9923,1.9918,1.7289,2.2738,1.4921,1.9934,1.9877,2.2462,1.964,2.6701,3.809,2.615,1.8065,0.67513,0.55749,1.8122,1.9726,1.9967,1.9918,0.75762,1.3624,1.9796,1.9918,1.955,2.6995,1.993,1.9892,9.022,0.21845,0.30704,0.13987,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,5.0031
2.337,1.9918,2.2413,2.6801,1.4965,1.814,1.4408,1.868,1.9693,1.9922,1.9918,1.7747,2.223,1.6391,1.9931,1.9891,2.2019,1.9691,2.5173,3.3534,2.4222,1.8347,0.90213,0.8294,1.8432,1.976,1.9958,1.9918,0.96788,1.511,1.9817,1.9918,1.9624,2.5182,1.9928,1.99,6.6642,0.49147,0.60489,0.21109,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,3.9741
2.2361,1.9918,2.1512,2.4374,1.6341,1.8642,1.5995,1.9025,1.9753,1.9921,1.9918,1.832,2.1606,1.7719,1.9928,1.9902,2.1463,1.9752,2.3515,2.8905,2.2485,1.8716,1.2038,1.168,1.882,1.98,1.9947,1.9918,1.2488,1.666,1.9844,1.9918,1.9732,2.3397,1.9925,1.9907,4.7402,0.92925,1.0061,0.44974,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,3.1567
2.1209,1.9918,2.0675,2.2063,1.799,1.923,1.784,1.9434,1.9827,1.992,1.9918,1.9034,2.084,1.8895,1.9923,1.9911,2.0772,1.9827,2.1753,2.4325,2.1032,1.9225,1.5712,1.5595,1.9307,1.9852,1.9933,1.9918,1.5951,1.8262,1.9877,1.9918,1.9851,2.1641,1.9922,1.9913,3.206,1.4508,1.4763,1.0512,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,1.9918,2.5075
