1.4374,1.3451,2.0204,1.7785,1.1424,1.01,0.96946,1.2564,1.3299,1.3454,1.3451,1.3049,1.1727,2.3165,1.3441,1.3547,1.1963,1.363,0.9883,0.34423,0.83807,1.4963,3.2424,4.2273,1.4457,1.3552,1.3425,1.3451,2.9521,1.0169,1.3486,1.3451,1.3523,2.1209,1.3456,1.3426,6.7013,0.94648,0.94647,0.95913,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,13.451,1.3451
1.4336,1.3451,1.9675,1.7459,1.1541,1.0231,0.98124,1.2594,1.3303,1.3454,1.3451,1.306,1.1778,2.1538,1.3441,1.3526,1.2005,1.3624,1.0034,0.39809,0.87774,1.4906,3.08,3.8589,1.4426,1.3549,1.3426,1.3451,2.8315,1.0368,1.3485,1.3451,1.3522,1.9581,1.3456,1.3429,5.9882,0.9476,0.9476,0.95983,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,10.685,1.3451
1.4293,1.3451,1.9083,1.7094,1.1666,1.0392,0.99586,1.2632,1.3309,1.3454,1.3451,1.3073,1.1843,2.0076,1.3442,1.3509,1.2058,1.3617,1.0219,0.4615,0.92328,1.4835,2.8993,3.4826,1.4387,1.3545,1.3427,1.3451,2.6931,1.0602,1.3483,1.3451,1.3521,1.8282,1.3456,1.3433,5.2718,0.94883,0.94882,0.96081,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,8.4871,1.3451
1.4237,1.3451,1.8432,1.6689,1.1797,1.0586,1.0143,1.2678,1.3316,1.3454,1.3451,1.3089,1.1924,1.8774,1.3442,1.3495,1.2124,1.3608,1.0441,0.5355,0.97455,1.475,2.7022,3.1096,1.4339,1.3541,1.3428,1.3451,2.5383,1.0868,1.3482,1.3451,1.3518,1.7284,1.3455,1.3436,4.5819,0.95067,0.95075,0.96221,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,6.7415,1.3451
1.4171,1.3451,1.7737,1.6249,1.194,1.0823,1.0378,1.2735,1.3325,1.3454,1.3451,1.3112,1.2025,1.7627,1.3443,1.3484,1.2207,1.3597,1.0708,0.62009,1.0303,1.4645,2.4923,2.7536,1.4278,1.3535,1.3429,1.3451,2.3678,1.1163,1.348,1.3451,1.3513,1.6518,1.3455,1.344,3.937,0.95397,0.95481,0.96433,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,5.355,1.3451
1.4092,1.3451,1.7007,1.5781,1.21,1.1109,1.0671,1.2806,1.3337,1.3454,1.3451,1.3139,1.2152,1.663,1.3443,1.3475,1.2313,1.3583,1.1022,0.71571,1.089,1.4519,2.2774,2.4304,1.4202,1.3527,1.3431,1.3451,2.1879,1.1486,1.3478,1.3451,1.3506,1.5887,1.3455,1.3442,3.3469,0.96117,0.96532,0.9678,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,4.2536,1.3451
1.3997,1.3451,1.6262,1.5296,1.2286,1.1448,1.1038,1.2892,1.3351,1.3453,1.3451,1.3175,1.2312,1.5771,1.3444,1.3468,1.2447,1.3566,1.139,0.82206,1.1484,1.437,2.0651,2.1468,1.4109,1.3518,1.3434,1.3451,2.0042,1.1835,1.3475,1.3451,1.3496,1.5334,1.3454,1.3445,2.821,0.9816,0.99302,0.97432,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,3.3788,1.3451
1.3885,1.3451,1.5517,1.4805,1.2505,1.1849,1.149,1.2996,1.3368,1.3453,1.3451,1.322,1.251,1.5036,1.3445,1.3462,1.2616,1.3545,1.1815,0.93867,1.2056,1.4191,1.8634,1.9046,1.3992,1.3507,1.3437,1.3451,1.8238,1.2209,1.3471,1.3451,1.3482,1.4827,1.3454,1.3447,2.3615,1.0294,1.0467,0.98957,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,2.6839,1.3451
1.3758,1.3451,1.4791,1.4325,1.2767,1.2315,1.2039,1.3122,1.339,1.3452,1.3451,1.3279,1.2758,1.4413,1.3447,1.3458,1.2831,1.352,1.2299,1.0649,1.2586,1.3984,1.6765,1.6958,1.3847,1.3492,1.3441,1.3451,1.6528,1.2604,1.3466,1.3451,1.3465,1.4348,1.3453,1.3448,1.9584,1.1132,1.1277,1.0322,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,2.1319,1.3451
1.3612,1.3451,1.4098,1.387,1.3081,1.2849,1.2693,1.3273,1.3418,1.3452,1.3451,1.3354,1.3067,1.3889,1.3449,1.3454,1.3104,1.3489,1.2845,1.2003,1.3052,1.3739,1.5046,1.5116,1.3669,1.3474,1.3446,1.3451,1.4935,1.3019,1.3459,1.3451,1.3451,1.389,1.3452,1.345,1.6204,1.2239,1.2295,1.143,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.6934,1.3451
1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451
1.3277,1.3451,1.2861,1.3079,1.3881,1.4118,1.43,1.366,1.3492,1.345,1.3451,1.3575,1.3928,1.3088,1.3454,1.3449,1.3895,1.3406,1.4118,1.5008,1.3793,1.3112,1.1958,1.1921,1.3186,1.3423,1.3459,1.3451,1.2059,1.3901,1.344,1.3451,1.3477,1.303,1.345,1.3452,1.139,1.465,1.4687,1.6215,1.3451,1.3451,1.3451,1.3451,1.3451,1.3451,1.0685,1.3451
1.3094,1.3451,1.2332,1.2757,1.4367,1.4842,1.5216,1.39,1.3543,1.3449,1.3451,1.3733,1.4516,1.2789,1.3458,1.3447,1.4466,1.3353,1.4843,1.6696,1.4094,1.2707,1.055,1.0502,1.2865,1.3387,1.3469,1.3451,1.0747,1.4367,1.3426,1.3451,1.3518,1.2628,1.3448,1.3453,1.0152,1.5771,1.5953,1.9686,1.3451,1.345,1.3451,1.3451,1.3451,1.3451,0.84871,1.3451
1.2907,1.3451,1.1866,1.2482,1.4904,1.5609,1.6165,1.4173,1.3605,1.3448,1.3451,1.3931,1.5241,1.2544,1.3462,1.3445,1.5204,1.3292,1.5624,1.8543,1.4366,1.2225,0.92252,0.9185,1.248,1.3341,1.3481,1.3451,0.95063,1.485,1.3407,1.3451,1.3508,1.2246,1.3446,1.3454,0.96666,1.6786,1.7203,2.3928,1.3451,1.3459,1.3451,1.3451,1.3451,1.3451,0.67415,1.3451
1.2723,1.3451,1.1462,1.2249,1.5479,1.6407,1.7114,1.4479,1.3679,1.3446,1.3451,1.4174,1.6133,1.2345,1.3468,1.3444,1.6162,1.3221,1.6458,2.055,1.462,1.1652,0.79891,0.79655,1.2025,1.3285,1.3496,1.3451,0.83475,1.5355,1.3381,1.3451,1.345,1.1885,1.3443,1.3454,0.95401,1.7683,1.8398,2.8858,1.3451,1.3505,1.3451,1.3451,1.3451,1.3451,0.5355,1.3451
1.2552,1.3451,1.1118,1.2049,1.608,1.7214,1.8028,1.4816,1.3768,1.3443,1.3451,1.4467,1.7231,1.2183,1.3476,1.3443,1.7414,1.3141,1.7354,2.2681,1.4851,1.0983,0.68502,0.68453,1.1491,1.3214,1.3515,1.3451,0.72898,1.5885,1.3345,1.3451,1.3506,1.1549,1.344,1.3455,0.9501,1.846,1.9504,3.4322,1.3451,1.3518,1.3451,1.3451,1.3451,1.3451,0.42536,1.3451
1.2398,1.3451,1.0828,1.1874,1.6692,1.8012,1.8875,1.5183,1.3873,1.344,1.3451,1.4808,1.8578,1.2052,1.3485,1.3443,1.9062,1.3053,1.8304,2.4863,1.5049,1.0223,0.58159,0.58288,1.0878,1.3125,1.354,1.3451,0.63284,1.6444,1.3294,1.3451,1.3469,1.124,1.3436,1.3455,0.94825,1.9125,2.0504,4.0182,1.3451,1.3519,1.3451,1.3451,1.3451,1.3451,0.33788,1.3451
1.2271,1.3451,1.0587,1.1716,1.7303,1.8784,1.9641,1.5574,1.3996,1.3437,1.3451,1.5191,2.0226,1.1947,1.3497,1.3442,2.1237,1.2957,1.9322,2.7015,1.5209,0.93786,0.4892,0.49181,1.0185,1.3013,1.357,1.3451,0.54706,1.7043,1.3218,1.3451,1.3521,1.0959,1.343,1.3455,0.94704,1.9688,2.1386,4.5991,1.3451,1.3519,1.3451,1.3451,1.3451,1.3451,0.26839,1.3451
1.2178,1.3451,1.0388,1.1567,1.7894,1.951,2.0314,1.5987,1.4139,1.3432,1.3451,1.5606,2.225,1.1863,1.3511,1.3442,2.4076,1.2857,2.0423,2.9057,1.5342,0.84807,0.4079,0.41142,0.94182,1.2875,1.3609,1.3451,0.47194,1.7697,1.3104,1.3451,1.3473,1.0707,1.3424,1.3455,0.94638,2.0162,2.2147,5.1238,1.3451,1.3519,1.3451,1.3451,1.3451,1.3451,0.21319,1.3451
1.2128,1.3451,1.0225,1.1424,1.8456,2.0178,2.0895,1.6413,1.4303,1.3426,1.3451,1.6043,2.467,1.1794,1.353,1.3441,2.775,1.2753,2.163,3.0939,1.5441,0.75489,0.33744,0.34142,0.85904,1.2703,1.3658,1.3451,0.40701,1.8425,1.2918,1.3451,1.3466,1.0483,1.3415,1.3456,0.94566,2.0558,2.2794,5.429,1.3451,1.3519,1.3451,1.3451,1.3451,1.3451,0.16934,1.3451
1.2122,1.3451,1.0094,1.1287,1.8975,2.0779,2.1383,1.6849,1.4488,1.3418,1.3451,1.6482,2.754,1.174,1.3553,1.3441,3.2373,1.2648,2.2991,3.2628,1.5525,0.66272,0.27724,0.2813,0.77222,1.2489,1.3719,1.3451,0.35161,1.9265,1.2583,1.3451,1.3513,1.0289,1.3405,1.3456,0.94522,2.0885,2.3335,5.2194,1.3451,1.3519,1.3451,1.3451,1.3451,1.3451,0.13451,1.3451
