63.622,78.334,28.747,33.975,106.16,103.68,121.39,86.775,79.746,78.304,78.334,87.933,82.999,59.692,78.358,78.104,82.142,77.906,85.678,106.4,92.182,74.641,67.407,65.989,76.263,78.117,78.391,78.334,68.671,67.12,78.478,78.334,78.647,108.14,78.351,78.237,222.44,65.051,65.05,65.587,78.334,78.334,78.334,78.334,78.334,78.334,783.34,78.334
79.507,78.334,80.046,80.087,76.513,76.515,75.519,77.65,78.2,78.337,78.334,77.504,77.899,78.712,78.331,78.336,77.965,78.372,77.887,77.292,77.881,78.752,79.451,79.638,78.536,78.355,78.328,78.334,79.341,78.966,78.318,78.334,78.366,77.733,78.332,78.335,75.402,79.899,79.903,81.651,78.334,78.333,78.334,78.334,78.334,78.334,71.866,78.334
90.253,78.334,90.875,91.58,61.392,61.2,53.69,71.359,76.812,78.369,78.334,69.606,73.505,80.858,78.304,78.348,74.076,78.751,74.429,71.296,75.589,83.204,88.893,90.129,80.693,78.593,78.264,78.334,87.919,84.178,78.138,78.334,78.521,73.679,78.312,78.343,65.679,90.53,92.028,118.17,78.334,78.403,78.334,78.334,78.334,78.334,37.66,78.334
98.371,78.334,95.653,96.89,51.58,51.211,41.347,66.611,75.556,78.402,78.334,63.425,69.724,81.686,78.277,78.352,70.489,79.068,72.414,69.304,74.994,87.061,94.846,96.269,82.729,78.829,78.201,78.334,93.309,87.786,77.934,78.334,78.531,71.636,78.293,78.347,65.226,95.425,98.647,146.97,78.334,78.564,78.334,78.334,78.334,78.334,25.516,78.334
104.91,78.334,98.353,100.04,44.59,44.129,33.546,62.838,74.406,78.436,78.334,58.445,66.472,82.125,78.25,78.354,67.249,79.334,71.056,68.439,74.773,90.288,98.9,100.25,84.642,79.065,78.137,78.334,96.944,90.664,77.701,78.334,78.361,70.37,78.274,78.348,65.127,98.223,102.71,167.42,78.334,78.569,78.334,78.334,78.334,78.334,19.294,78.334
110.43,78.334,100.08,102.08,39.308,38.824,28.199,59.73,73.348,78.469,78.334,54.347,63.663,82.395,78.223,78.355,64.277,79.563,70.09,67.965,74.668,92.983,101.82,103.04,86.426,79.301,78.073,78.334,99.575,93.133,77.435,78.334,78.65,69.495,78.254,78.349,65.079,100.06,105.46,181.04,78.334,78.569,78.334,78.334,78.334,78.334,15.512,78.334
115.23,78.334,101.29,103.58,35.189,34.691,24.316,57.102,72.369,78.502,78.334,50.897,61.189,82.579,78.196,78.356,61.549,79.761,69.348,67.682,74.612,95.23,104.02,105.1,88.105,79.537,78.011,78.334,101.53,95.356,77.129,78.334,78.324,68.853,78.235,78.35,65.052,101.33,107.43,189.53,78.334,78.569,78.334,78.334,78.334,78.334,12.969,78.334
119.51,78.334,102.19,104.69,31.865,31.384,21.371,54.835,71.452,78.536,78.334,47.961,59.021,82.712,78.169,78.357,58.979,79.934,68.787,67.493,74.574,97.148,105.73,106.67,89.674,79.771,77.948,78.334,103.05,97.413,76.775,78.334,78.594,68.356,78.216,78.35,65.032,102.29,108.91,193.31,78.334,78.569,78.334,78.334,78.334,78.334,11.143,78.334
123.38,78.334,102.88,105.55,29.115,28.66,19.067,52.853,70.599,78.569,78.334,45.431,57.05,82.819,78.142,78.358,56.599,80.086,68.323,67.358,74.546,98.786,107.11,107.92,91.132,80.005,77.884,78.334,104.29,99.354,76.366,78.334,78.449,67.958,78.197,78.351,65.019,103.03,110.07,192.16,78.334,78.569,78.334,78.334,78.334,78.334,9.7673,78.334
126.94,78.334,103.44,106.29,26.829,26.378,17.213,51.089,69.799,78.603,78.334,43.209,55.293,82.897,78.115,78.358,54.346,80.222,67.945,67.255,74.526,100.2,108.23,108.93,92.49,80.24,77.821,78.334,105.27,101.22,75.887,78.334,78.426,67.634,78.178,78.351,64.982,103.63,110.97,187.19,78.334,78.569,78.334,78.334,78.334,78.334,8.6941,78.334
130.26,78.334,103.89,106.88,24.881,24.447,15.689,49.519,69.043,78.637,78.334,41.264,53.671,82.962,78.088,78.358,52.148,80.344,67.632,67.177,74.511,101.46,109.18,109.77,93.771,80.471,77.758,78.334,106.11,103.02,75.328,78.334,78.613,67.383,78.159,78.351,65,104.11,111.74,178.9,78.334,78.569,78.334,78.334,78.334,78.334,7.8334,78.334
